PWS ID,PWS Name,Primacy Agency,Population Served,Violation Type,Compliance Period Begin Date,Compliance Status
MI8220010,MAYBURY CHILD CARE,Michigan,55,Follow-up Or Routine LCR Tap M/R,01-JAN-2012,Returned to Compliance
MI8320027,MDNR DISTRICT 6 OFFICE,Michigan,30,Follow-up Or Routine LCR Tap M/R,01-JAN-2011,Returned to Compliance
MI8320050,EVERGREEN RESORT,Michigan,500,Follow-up Or Routine LCR Tap M/R,01-JAN-2016,Open
MI8320050,EVERGREEN RESORT,Michigan,500,Follow-up Or Routine LCR Tap M/R,01-JAN-2010,Returned to Compliance
MI8320059,WEXFORD MISSAUKEE CAREER TECH CENTER,Michigan,"1,000",Follow-up Or Routine LCR Tap M/R,01-JAN-2016,Open
MI8320155,WEX-MISS CAREER TECH CENTER,Michigan,150,Follow-up Or Routine LCR Tap M/R,01-JAN-2012,Returned to Compliance
MI8320195,BAKER COLLEGE OF CADILLAC,Michigan,700,Follow-up Or Routine LCR Tap M/R,01-JAN-2014,Returned to Compliance
MI8320260,MACKINAW TRAIL MIDDLE SCHOOL,Michigan,472,Follow-up Or Routine LCR Tap M/R,01-JAN-2014,Returned to Compliance
MI8320260,MACKINAW TRAIL MIDDLE SCHOOL,Michigan,472,Follow-up Or Routine LCR Tap M/R,01-JAN-2010,Returned to Compliance
MI8320300,CADILLAC AREA YMCA,Michigan,25,Initial Tap Sampling for Pb and Cu,01-JAN-2016,Open
MN1020005,GreyStone,Minnesota,560,Follow-up Or Routine LCR Tap M/R,01-OCT-2012,Returned to Compliance
MN1020033,Hilltop,Minnesota,680,Follow-up Or Routine LCR Tap M/R,01-OCT-2012,Returned to Compliance
MN1020036,Centerville,Minnesota,"3,900",Follow-up Or Routine LCR Tap M/R,01-OCT-2014,Returned to Compliance
MN1030010,Kountry Manor Mobile Home Park,Minnesota,80,Follow-up Or Routine LCR Tap M/R,01-OCT-2014,Open
MN1050005,Fischers Garden Mobile Home Park,Minnesota,220,Follow-up Or Routine LCR Tap M/R,01-OCT-2011,Returned to Compliance
MN1080004,Skyview Mobile Villa,Minnesota,90,Follow-up Or Routine LCR Tap M/R,01-OCT-2013,Returned to Compliance
MN1080004,Skyview Mobile Villa,Minnesota,90,Follow-up Or Routine LCR Tap M/R,01-OCT-2010,Returned to Compliance
MN1130016,Stacy,Minnesota,"1,426",Follow-up Or Routine LCR Tap M/R,01-OCT-2013,Returned to Compliance
MN1130019,Birchwood Terrace,Minnesota,200,Follow-up Or Routine LCR Tap M/R,01-OCT-2011,Returned to Compliance
MN1140012,Felton,Minnesota,171,Follow-up Or Routine LCR Tap M/R,01-OCT-2014,Returned to Compliance
MN1140012,Felton,Minnesota,171,Follow-up Or Routine LCR Tap M/R,01-OCT-2011,Returned to Compliance
MN1180019,Pequot Lakes,Minnesota,"1,200",Follow-up Or Routine LCR Tap M/R,01-OCT-2011,Returned to Compliance
MN1180036,Nelsons East Shore Landing,Minnesota,45,Follow-up Or Routine LCR Tap M/R,01-OCT-2013,Returned to Compliance
MN1190022,Lexington Riverside Condominium,Minnesota,200,Follow-up Or Routine LCR Tap M/R,01-OCT-2014,Returned to Compliance
MN1210002,Hi View Park,Minnesota,150,Follow-up Or Routine LCR Tap M/R,01-OCT-2015,Returned to Compliance
MN1210009,Brandon,Minnesota,489,Follow-up Or Routine LCR Tap M/R,01-OCT-2013,Returned to Compliance
MN1240010,Glenville,Minnesota,670,Follow-up Or Routine LCR Tap M/R,01-OCT-2012,Returned to Compliance
MN1240011,Hartland,Minnesota,315,Follow-up Or Routine LCR Tap M/R,01-OCT-2014,Returned to Compliance
MN1270076,Engels Apartments,Minnesota,33,Initial Tap Sampling for Pb and Cu,01-JAN-2014,Returned to Compliance
MN1340002,Blomkest,Minnesota,186,Follow-up Or Routine LCR Tap M/R,01-OCT-2011,Returned to Compliance
MN1400003,Elysian,Minnesota,656,Follow-up Or Routine LCR Tap M/R,01-OCT-2011,Returned to Compliance
MN1500003,Austin Mobile Home Park,Minnesota,59,Follow-up Or Routine LCR Tap M/R,01-OCT-2015,Returned to Compliance
MN1500003,Austin Mobile Home Park,Minnesota,59,Follow-up Or Routine LCR Tap M/R,01-OCT-2012,Returned to Compliance
MN1510007,Iona,Minnesota,137,Follow-up Or Routine LCR Tap M/R,01-OCT-2011,Returned to Compliance
MN1530012,Reading,Minnesota,75,Follow-up Or Routine LCR Tap M/R,01-JUL-2012,Returned to Compliance
MN1550035,Briarwood Subdivision,Minnesota,90,Follow-up Or Routine LCR Tap M/R,01-OCT-2013,Returned to Compliance
MN1570005,Aaseby Court,Minnesota,50,Follow-up Or Routine LCR Tap M/R,01-OCT-2011,Returned to Compliance
MN1590008,Trosky,Minnesota,86,Follow-up Or Routine LCR Tap M/R,01-OCT-2013,Returned to Compliance
MN1600001,Climax,Minnesota,269,Follow-up Or Routine LCR Tap M/R,01-OCT-2011,Returned to Compliance
MN1610003,Glenwood,Minnesota,"2,594",Follow-up Or Routine LCR Tap M/R,01-OCT-2013,Returned to Compliance
MN1640003,Lamberton,Minnesota,828,Follow-up Or Routine LCR Tap M/R,01-OCT-2011,Returned to Compliance
MN1650003,Buffalo Lake,Minnesota,733,Follow-up Or Routine LCR Tap M/R,01-OCT-2013,Returned to Compliance
MN1680008,Lakewood Park and Sales,Minnesota,450,Follow-up Or Routine LCR Tap M/R,01-OCT-2011,Returned to Compliance
MN1730005,Brooten,Minnesota,745,Follow-up Or Routine LCR Tap M/R,01-OCT-2011,Returned to Compliance
MN1730012,Clearwater Forest Mobile Home Park,Minnesota,367,Follow-up Or Routine LCR Tap M/R,01-OCT-2012,Returned to Compliance
MN1730051,Wildwood Manor,Minnesota,36,Follow-up Or Routine LCR Tap M/R,01-OCT-2011,Returned to Compliance
MN1780003,Tintah,Minnesota,57,Follow-up Or Routine LCR Tap M/R,01-OCT-2011,Returned to Compliance
MN1800002,Sebeka,Minnesota,676,Follow-up Or Routine LCR Tap M/R,01-OCT-2011,Returned to Compliance
MN1820019,Scandia Water Company,Minnesota,35,Follow-up Or Routine LCR Tap M/R,01-OCT-2011,Returned to Compliance
MN1840004,Kent,Minnesota,90,Follow-up Or Routine LCR Tap M/R,01-OCT-2014,Returned to Compliance
MN1860023,Forest Leasing Corporation,Minnesota,25,Follow-up Or Routine LCR Tap M/R,01-OCT-2011,Returned to Compliance
MN5020041,The Learning Lodge/Northern Counties,Minnesota,130,Follow-up Or Routine LCR Tap M/R,01-NOV-2012,Returned to Compliance
MN5020103,Majestic Oaks Golf Club,Minnesota,225,Follow-up Or Routine LCR Tap M/R,01-OCT-2011,Returned to Compliance
MN5020173,Star of the North Academy,Minnesota,180,Initial Tap Sampling for Pb and Cu,01-JAN-2015,Returned to Compliance
MN5020193,Hidden Haven Country Club,Minnesota,35,Initial Tap Sampling for Pb and Cu,01-JAN-2013,Returned to Compliance
MN5020280,East Bethel Community School,Minnesota,700,Follow-up Or Routine LCR Tap M/R,01-NOV-2015,Open
MN5020280,East Bethel Community School,Minnesota,700,Follow-up Or Routine LCR Tap M/R,01-NOV-2012,Returned to Compliance
MN5020337,Crosstown Shopping Center,Minnesota,100,Follow-up Or Routine LCR Tap M/R,01-OCT-2015,Open
MN5020530,Family of Christ Lutheran Church,Minnesota,70,Initial Tap Sampling for Pb and Cu,01-JAN-2012,Returned to Compliance
MN5040322,Heartland Christian Academy,Minnesota,60,Follow-up Or Routine LCR Tap M/R,01-JAN-2012,Returned to Compliance
MN5090090,"Esko Public School, ISD #99",Minnesota,"1,200",Initial Tap Sampling for Pb and Cu,01-JAN-2012,Returned to Compliance
MN5100248,Minnesota Landscape Arboretum-Shop,Minnesota,35,Follow-up Or Routine LCR Tap M/R,01-OCT-2015,Returned to Compliance
MN5100248,Minnesota Landscape Arboretum-Shop,Minnesota,35,Follow-up Or Routine LCR Tap M/R,01-OCT-2011,Returned to Compliance
MN5110557,"Houston Ford, Inc.",Minnesota,35,Follow-up Or Routine LCR Tap M/R,01-OCT-2014,Returned to Compliance
MN5111131,Pillager Area Charter School,Minnesota,56,Follow-up Or Routine LCR Tap M/R,01-NOV-2012,Returned to Compliance
MN5120158,Albrecht Spring Water,Minnesota,25,Initial Tap Sampling for Pb and Cu,01-JAN-2010,Returned to Compliance
MN5130032,"Reliable Bronze and Manufacturing, Inc.",Minnesota,78,Follow-up Or Routine LCR Tap M/R,01-OCT-2011,Returned to Compliance
MN5130317,"Royal Concrete Pipe, Inc.",Minnesota,75,Follow-up Or Routine LCR Tap M/R,01-OCT-2011,Returned to Compliance
MN5130398,Environmental Stoneworks,Minnesota,40,Follow-up Or Routine LCR Tap M/R,01-OCT-2011,Returned to Compliance
MN5140239,Titan Machinery,Minnesota,34,Follow-up Or Routine LCR Tap M/R,01-OCT-2013,Returned to Compliance
MN5180151,The Journey,Minnesota,135,Initial Tap Sampling for Pb and Cu,01-JAN-2013,Returned to Compliance
MN5180151,The Journey,Minnesota,135,Follow-up Or Routine LCR Tap M/R,01-NOV-2011,Returned to Compliance
MN5180684,Schaefer's Foods,Minnesota,180,Follow-up Or Routine LCR Tap M/R,01-OCT-2014,Returned to Compliance
MN5180991,Eagle View School,Minnesota,650,Follow-up Or Routine LCR Tap M/R,01-NOV-2010,Returned to Compliance
MN5181040,Stepping Stones Childcare L.C. - Pequot,Minnesota,45,Follow-up Or Routine LCR Tap M/R,01-NOV-2011,Returned to Compliance
MN5190532,Ardent Mills,Minnesota,120,Follow-up Or Routine LCR Tap M/R,01-OCT-2015,Returned to Compliance
MN5190533,Hope Lutheran Church and Preschool,Minnesota,100,Follow-up Or Routine LCR Tap M/R,01-NOV-2014,Returned to Compliance
MN5210332,Douglas County DAC,Minnesota,60,Follow-up Or Routine LCR Tap M/R,01-OCT-2014,Returned to Compliance
MN5240239,POET Biorefining - Glenville East,Minnesota,70,Initial Tap Sampling for Pb and Cu,01-JUL-2010,Returned to Compliance
MN5250166,Highway 52 Properties,Minnesota,25,Initial Tap Sampling for Pb and Cu,01-JAN-2011,Returned to Compliance
MN5260037,Destiny Church,Minnesota,200,Initial Tap Sampling for Pb and Cu,01-JUL-2011,Returned to Compliance
MN5270054,Honeywell Golden Valley Plant,Minnesota,"1,900",Follow-up Or Routine LCR Tap M/R,01-OCT-2015,Open
MN5270408,Light of Christ Lutheran/Headstart,Minnesota,26,Initial Tap Sampling for Pb and Cu,01-JUL-2011,Returned to Compliance
MN5270444,Century Tool,Minnesota,40,Follow-up Or Routine LCR Tap M/R,01-OCT-2011,Returned to Compliance
MN5270595,Minnetonka Center for the Arts,Minnesota,150,Initial Tap Sampling for Pb and Cu,01-JUL-2012,Returned to Compliance
MN5271175,Hope Community Church,Minnesota,89,Follow-up Or Routine LCR Tap M/R,01-JAN-2012,Returned to Compliance
MN5271188,One Deephaven,Minnesota,40,Follow-up Or Routine LCR Tap M/R,01-OCT-2011,Returned to Compliance
MN5271194,Twin City Die Castings Company,Minnesota,94,Initial Tap Sampling for Pb and Cu,01-JAN-2013,Returned to Compliance
MN5271197,Riverwood Covenant Church,Minnesota,26,Initial Tap Sampling for Pb and Cu,01-JAN-2015,Returned to Compliance
MN5300026,Zion Lutheran Church and School,Minnesota,60,Initial Tap Sampling for Pb and Cu,01-JAN-2013,Returned to Compliance
MN5430001,Immanuel Lutheran Church and School,Minnesota,415,Follow-up Or Routine LCR Tap M/R,01-NOV-2015,Returned to Compliance
MN5430001,Immanuel Lutheran Church and School,Minnesota,415,Follow-up Or Routine LCR Tap M/R,01-NOV-2013,Returned to Compliance
MN5430001,Immanuel Lutheran Church and School,Minnesota,415,Follow-up Or Routine LCR Tap M/R,01-NOV-2011,Returned to Compliance
MN5430193,Crown Court,Minnesota,65,Initial Tap Sampling for Pb and Cu,01-JAN-2014,Returned to Compliance
MN5470126,First District Association,Minnesota,140,Follow-up Or Routine LCR Tap M/R,01-JAN-2015,Returned to Compliance
MN5480119,Princeton Evangelical Lutheran School,Minnesota,25,Follow-up Or Routine LCR Tap M/R,01-NOV-2011,Returned to Compliance
MN5500057,"Akkerman Manufacturing, Inc.",Minnesota,55,Follow-up Or Routine LCR Tap M/R,01-OCT-2014,Returned to Compliance
MN5520023,Immanuel Lutheran School and Church,Minnesota,255,Initial Tap Sampling for Pb and Cu,01-JAN-2016,Open
MN5520023,Immanuel Lutheran School and Church,Minnesota,255,Follow-up Or Routine LCR Tap M/R,01-NOV-2014,Returned to Compliance
MN5660718,Hope United Methodist Church,Minnesota,120,Follow-up Or Routine LCR Tap M/R,01-NOV-2012,Returned to Compliance
MN5660723,Holy Cross School,Minnesota,250,Follow-up Or Routine LCR Tap M/R,01-NOV-2015,Returned to Compliance
MN5660723,Holy Cross School,Minnesota,250,Follow-up Or Routine LCR Tap M/R,01-NOV-2013,Returned to Compliance
MN5680168,Central Boiler,Minnesota,200,Follow-up Or Routine LCR Tap M/R,01-OCT-2013,Returned to Compliance
MN5690084,Hibbing Taconite Company,Minnesota,700,Follow-up Or Routine LCR Tap M/R,01-OCT-2014,Open
MN5690306,Northeast Regional Correction Center,Minnesota,210,Initial Tap Sampling for Pb and Cu,01-JAN-2012,Returned to Compliance
MN5691185,"North Woods School, ISD No. 2142",Minnesota,650,Initial Tap Sampling for Pb and Cu,01-JAN-2013,Returned to Compliance
MN5710143,Great River Energy (GRE),Minnesota,33,Follow-up Or Routine LCR Tap M/R,01-OCT-2011,Returned to Compliance
MN5710358,Appletime Child Care,Minnesota,110,Follow-up Or Routine LCR Tap M/R,01-NOV-2015,Open
MN5730161,Holy Cross School,Minnesota,60,Follow-up Or Routine LCR Tap M/R,01-NOV-2015,Open
MN5730263,St. Wendelin School,Minnesota,90,Follow-up Or Routine LCR Tap M/R,01-NOV-2011,Returned to Compliance
MN5730717,"Brenny Transportation, Inc.",Minnesota,30,Initial Tap Sampling for Pb and Cu,01-JAN-2010,Returned to Compliance
MN5730726,Faith Mennonite School,Minnesota,25,Initial Tap Sampling for Pb and Cu,01-JAN-2011,Returned to Compliance
MN5750171,West Central Research & Outreach Center,Minnesota,40,Follow-up Or Routine LCR Tap M/R,01-OCT-2011,Returned to Compliance
MN5770271,St. John Vianney,Minnesota,124,Follow-up Or Routine LCR Tap M/R,01-NOV-2011,Returned to Compliance
MN5770292,Long Prairie Packing,Minnesota,425,Initial Tap Sampling for Pb and Cu,01-JAN-2010,Returned to Compliance
MN5810145,Guardian,Minnesota,50,Initial Tap Sampling for Pb and Cu,01-JAN-2011,Returned to Compliance
MN5820208,Scandia Elementary School,Minnesota,510,Follow-up Or Routine LCR Tap M/R,01-JUL-2011,Returned to Compliance
MN5820400,The Harbor,Minnesota,175,Follow-up Or Routine LCR Tap M/R,01-JAN-2012,Returned to Compliance
MN5820457,"Bailey Nurseries, Inc., Container East",Minnesota,110,Follow-up Or Routine LCR Tap M/R,01-OCT-2014,Returned to Compliance
MN5820546,Northern Funding LLP,Minnesota,150,Initial Tap Sampling for Pb and Cu,01-JUL-2013,Returned to Compliance
MN5820546,Northern Funding LLP,Minnesota,150,Follow-up Or Routine LCR Tap M/R,01-NOV-2012,Returned to Compliance
MN5850077,Mosher Veterans Home,Minnesota,35,Initial Tap Sampling for Pb and Cu,01-JAN-2012,Returned to Compliance
MN5850154,Peterbilt of Winona,Minnesota,60,Follow-up Or Routine LCR Tap M/R,01-OCT-2014,Returned to Compliance
MN5860522,4H Properties,Minnesota,25,Initial Tap Sampling for Pb and Cu,01-JAN-2011,Returned to Compliance
MO1010070,BIRMINGHAM VILLAGE OF,Missouri,190,Follow-up Or Routine LCR Tap M/R,01-OCT-2015,Returned to Compliance
MO1010076,BLAIRSTOWN,Missouri,185,Follow-up Or Routine LCR Tap M/R,01-OCT-2015,Open
MO1010076,BLAIRSTOWN,Missouri,185,Follow-up Or Routine LCR Tap M/R,01-OCT-2011,Returned to Compliance
MO1010233,EAST LYNNE,Missouri,303,Follow-up Or Routine LCR Tap M/R,01-OCT-2015,Open
MO1010342,HAMILTON,Missouri,"1,813",Follow-up Or Routine LCR Tap M/R,01-OCT-2010,Returned to Compliance
MO1010698,ROCKVILLE,Missouri,434,Follow-up Or Routine LCR Tap M/R,01-OCT-2011,Returned to Compliance
MO1048081,SPRINGDALE LAKE ESTATES,Missouri,"1,100",Initial Tap Sampling for Pb and Cu,01-JAN-2012,Returned to Compliance
MO2010215,DEWITT,Missouri,125,Follow-up Or Routine LCR Tap M/R,01-OCT-2011,Returned to Compliance
MO2010438,LADDONIA,Missouri,511,Follow-up Or Routine LCR Tap M/R,01-OCT-2015,Open
MO2010440,LAGRANGE,Missouri,"1,102",Follow-up Or Routine LCR Tap M/R,01-OCT-2011,Returned to Compliance
MO2010578,NORBORNE,Missouri,708,Follow-up Or Routine LCR Tap M/R,01-OCT-2015,Open
MO2010578,NORBORNE,Missouri,708,Follow-up Or Routine LCR Tap M/R,01-OCT-2011,Returned to Compliance
MO2172928,CREATIVE KIDS LEARNING CENTER,Missouri,55,Initial Tap Sampling for Pb and Cu,01-JUL-2010,Returned to Compliance
MO3010115,BUNCETON,Missouri,354,Follow-up Or Routine LCR Tap M/R,01-OCT-2010,Returned to Compliance
MO3010291,FREEBURG,Missouri,437,Follow-up Or Routine LCR Tap M/R,01-OCT-2013,Returned to Compliance
MO3024090,CAMDEN CO PWSD 1,Missouri,"1,165",Follow-up Or Routine LCR Tap M/R,01-OCT-2010,Returned to Compliance
MO3024395,MONITEAU CO PWSD 1,Missouri,203,Follow-up Or Routine LCR Tap M/R,01-OCT-2010,Returned to Compliance
MO3024396,MONITEAU CO PWSD 2,Missouri,"1,325",Follow-up Or Routine LCR Tap M/R,01-OCT-2013,Returned to Compliance
MO3031381,OAK HILL FOREST SUBDIVISION,Missouri,25,Initial Tap Sampling for Pb and Cu,01-JUL-2012,Returned to Compliance
MO3036078,FOXHEAD SHORES,Missouri,134,Follow-up Or Routine LCR Tap M/R,01-OCT-2011,Returned to Compliance
MO3036153,KUHLE H20,Missouri,450,Follow-up Or Routine LCR Tap M/R,01-OCT-2015,Open
MO3162350,MILLER COUNTY JAIL,Missouri,250,Follow-up Or Routine LCR Tap M/R,01-OCT-2012,Returned to Compliance
MO3180363,GREENVIEW BETTERMENT ASSOC,Missouri,136,Follow-up Or Routine LCR Tap M/R,01-OCT-2012,Returned to Compliance
MO3190694,EL KAY LAKE VIEW MOTEL,Missouri,45,Initial Tap Sampling for Pb and Cu,01-JUL-2013,Returned to Compliance
MO3190771,5 81 MOTEL & CAMPGROUND,Missouri,75,Follow-up Or Routine LCR Tap M/R,01-OCT-2012,Returned to Compliance
MO3240282,CROSS POINTE CAMP AND RETREAT CENTER,Missouri,950,Follow-up Or Routine LCR Tap M/R,01-OCT-2012,Returned to Compliance
MO4010379,HORNERSVILLE,Missouri,500,Follow-up Or Routine LCR Tap M/R,01-OCT-2013,Returned to Compliance
MO4010527,MILL SPRING,Missouri,189,Follow-up Or Routine LCR Tap M/R,01-OCT-2014,Returned to Compliance
MO4010732,SENATH,Missouri,"1,767",Follow-up Or Routine LCR Tap M/R,01-OCT-2013,Returned to Compliance
MO4010758,STEELE,Missouri,"2,000",Follow-up Or Routine LCR Tap M/R,01-OCT-2013,Returned to Compliance
MO4010811,VAN BUREN,Missouri,819,Follow-up Or Routine LCR Tap M/R,01-OCT-2010,Returned to Compliance
MO4010945,MORLEY,Missouri,700,Follow-up Or Routine LCR Tap M/R,01-OCT-2013,Returned to Compliance
MO4010959,HAYTI HEIGHTS,Missouri,741,Follow-up Or Routine LCR Tap M/R,01-OCT-2013,Returned to Compliance
MO4021532,CAPE GIRARDEAU CO PWSD 5,Missouri,485,Initial Tap Sampling for Pb and Cu,01-JAN-2013,Returned to Compliance
MO4024100,CAPE GIRARDEAU CO PWSD 4,Missouri,"1,340",Follow-up Or Routine LCR Tap M/R,01-OCT-2015,Open
MO4024207,DUNKLIN CO PWSD 2,Missouri,"3,100",Follow-up Or Routine LCR Tap M/R,01-OCT-2013,Returned to Compliance
MO4024583,STODDARD CO PWSD 3,Missouri,460,Initial Tap Sampling for Pb and Cu,01-JAN-2016,Open
MO4031626,MC COUCH DRIVE HOA,Missouri,50,Initial Tap Sampling for Pb and Cu,01-JAN-2013,Returned to Compliance
MO4036194,DEER RUN SUBD,Missouri,500,Follow-up Or Routine LCR Tap M/R,01-OCT-2011,Returned to Compliance
MO4036318,ROGUE CREEK UTILITIES,Missouri,200,Follow-up Or Routine LCR Tap M/R,01-OCT-2015,Open
MO4048167,COUNTRY AIRE MHP,Missouri,66,Follow-up Or Routine LCR Tap M/R,01-OCT-2011,Returned to Compliance
MO4170531,KIDZ WORLD DAYCARE & PRESCHOOL,Missouri,44,Follow-up Or Routine LCR Tap M/R,01-OCT-2010,Returned to Compliance
MO4173065,LITTLE LEARNERS ACADEMY,Missouri,46,Initial Tap Sampling for Pb and Cu,01-JAN-2014,Returned to Compliance
MO5010020,APPLETON CITY,Missouri,"1,518",Follow-up Or Routine LCR Tap M/R,01-OCT-2011,Returned to Compliance
MO5010032,ASH GROVE,Missouri,"1,472",Follow-up Or Routine LCR Tap M/R,01-OCT-2010,Returned to Compliance
MO5010192,CRANE,Missouri,"1,492",Follow-up Or Routine LCR Tap M/R,01-OCT-2012,Returned to Compliance
MO5010361,HERMITAGE,Missouri,467,Follow-up Or Routine LCR Tap M/R,01-OCT-2013,Returned to Compliance
MO5010449,LANAGAN,Missouri,420,Follow-up Or Routine LCR Tap M/R,01-OCT-2010,Returned to Compliance
MO5010999,EMERALD BEACH VILLAGE OF,Missouri,484,Follow-up Or Routine LCR Tap M/R,01-OCT-2014,Returned to Compliance
MO5021438,CAMDEN CO PWSD 3,Missouri,850,Initial Tap Sampling for Pb and Cu,01-JUL-2010,Returned to Compliance
MO5024444,OZARK CO PWSD 1,Missouri,200,Follow-up Or Routine LCR Tap M/R,01-OCT-2015,Open
MO5030019,PLANTATION ESTATES,Missouri,51,Initial Tap Sampling for Pb and Cu,01-JAN-2016,Open
MO5030183,QUAIL COVE SUBDIVISION,Missouri,25,Follow-up Or Routine LCR Tap M/R,01-OCT-2013,Returned to Compliance
MO5030380,PATTERSON DUCK CLUB POA,Missouri,46,Follow-up Or Routine LCR Tap M/R,01-OCT-2011,Returned to Compliance
MO5031103,RAINBOW HILLS,Missouri,29,Follow-up Or Routine LCR Tap M/R,01-OCT-2015,Open
MO5031128,BLUE WATER VILLAGE/ BLAKEWOOD SUBD,Missouri,70,Follow-up Or Routine LCR Tap M/R,01-OCT-2015,Open
MO5031128,BLUE WATER VILLAGE/ BLAKEWOOD SUBD,Missouri,70,Follow-up Or Routine LCR Tap M/R,01-OCT-2010,Returned to Compliance
MO5031235,EDGEWATER VILLAGE,Missouri,57,Follow-up Or Routine LCR Tap M/R,01-OCT-2015,Returned to Compliance
MO5031343,CAPE FAIR ESTATES,Missouri,113,Follow-up Or Routine LCR Tap M/R,01-OCT-2010,Returned to Compliance
MO5031397,THREE HILLS SUBDIVISION,Missouri,20,Follow-up Or Routine LCR Tap M/R,01-OCT-2013,Returned to Compliance
MO5031413,LOCH HAVEN,Missouri,100,Initial Tap Sampling for Pb and Cu,01-JAN-2010,Returned to Compliance
MO5031416,RED OAK SUBDIVISION,Missouri,50,Initial Tap Sampling for Pb and Cu,01-JUL-2015,Returned to Compliance
MO5031420,BRIDGEPORT 1ST ADDITION,Missouri,39,Initial Tap Sampling for Pb and Cu,01-JAN-2015,Open
MO5031511,MORNINGSIDE CHURCH RETREAT,Missouri,300,Initial Tap Sampling for Pb and Cu,01-JAN-2010,Open
MO5031606,SUNSHINE ESTATES,Missouri,60,Initial Tap Sampling for Pb and Cu,01-JUL-2010,Open
MO5033098,GOLD RIDGE NORTH,Missouri,28,Follow-up Or Routine LCR Tap M/R,01-OCT-2015,Open
MO5033107,SHADY LANE SUBDIVISION,Missouri,45,Initial Tap Sampling for Pb and Cu,01-JAN-2015,Returned to Compliance
MO5036027,BILYEU RIDGE WATER COMPANY LLC,Missouri,135,Follow-up Or Routine LCR Tap M/R,01-OCT-2013,Returned to Compliance
MO5036117,"MOORE BEND WATER UTILITY, LLC",Missouri,28,Follow-up Or Routine LCR Tap M/R,01-OCT-2013,Returned to Compliance
